location,Year,Month,Value Column Name,Value,Last Updated,Source,ir_comments
"South Sudan","2020","October","new_deaths","9","","Native",""
"South Sudan","2020","October","% death","0.04477611940298507","","Visual Measure",""
"South Sudan","2020","November","new_cases","204","","Native",""
"South Sudan","2020","November","new_deaths","3","","Native",""
"South Sudan","2020","November","% death","0.014705882352941176","","Visual Measure",""
"South Sudan","2020","December","new_cases","449","","Native",""
"South Sudan","2020","December","new_deaths","2","","Native",""
"South Sudan","2020","December","% death","0.004454342984409799","","Visual Measure",""
"South Sudan","2021","January","new_cases","371","","Native",""
"South Sudan","2021","January","new_deaths","1","","Native",""
"South Sudan","2021","January","% death","0.0026954177897574125","","Visual Measure",""
"South Sudan","2021","February","new_cases","3997","","Native",""
"South Sudan","2021","February","new_deaths","29","","Native",""
"South Sudan","2021","February","% death","0.00725544158118589","","Visual Measure",""
"South Sudan","2021","March","new_cases","2239","","Native",""
"South Sudan","2021","March","new_deaths","16","","Native",""
"South Sudan","2021","March","% death","0.007146047342563644","","Visual Measure",""
"South Sudan","2021","April","new_cases","321","","Native",""
"South Sudan","2021","April","new_deaths","5","","Native",""
"South Sudan","2021","April","% death","0.01557632398753894","","Visual Measure",""
"Congo","2020","January","new_cases",,"","Native",""
"Congo","2020","January","new_deaths",,"","Native",""
"Congo","2020","January","% death","","","Visual Measure",""
"Congo","2020","February","new_cases",,"","Native",""
"Congo","2020","February","new_deaths",,"","Native",""
"Congo","2020","February","% death","","","Visual Measure",""
"Congo","2020","March","new_cases","19","","Native",""
"Congo","2020","March","new_deaths",,"","Native",""
"Congo","2020","March","% death","0","","Visual Measure",""
"Congo","2020","April","new_cases","201","","Native",""
"Congo","2020","April","new_deaths","9","","Native",""
"Congo","2020","April","% death","0.04477611940298507","","Visual Measure",""
"Congo","2020","May","new_cases","391","","Native",""
"Congo","2020","May","new_deaths","11","","Native",""
"Congo","2020","May","% death","0.028132992327365727","","Visual Measure",""
"Congo","2020","June","new_cases","476","","Native",""
"Congo","2020","June","new_deaths","17","","Native",""
"Congo","2020","June","% death","0.03571428571428571","","Visual Measure",""
"Congo","2020","July","new_cases","2113","","Native",""
"Congo","2020","July","new_deaths","17","","Native",""
"Congo","2020","July","% death","0.008045433033601515","","Visual Measure",""
"Congo","2020","August","new_cases","779","","Native",""
"Congo","2020","August","new_deaths","24","","Native",""
"Congo","2020","August","% death","0.03080872913992298","","Visual Measure",""
"Congo","2020","September","new_cases","1110","","Native",""
"Congo","2020","September","new_deaths","11","","Native",""
"Congo","2020","September","% death","0.00990990990990991","","Visual Measure",""
"Congo","2020","October","new_cases","201","","Native",""
"Congo","2020","October","new_deaths","3","","Native",""
"Congo","2020","October","% death","0.014925373134328358","","Visual Measure",""
"Congo","2020","November","new_cases","484","","Native",""
"Congo","2020","November","new_deaths","2","","Native",""
"Congo","2020","November","% death","0.004132231404958678","","Visual Measure",""
"Congo","2020","December","new_cases","1333","","Native",""
"Congo","2020","December","new_deaths","14","","Native",""
"Congo","2020","December","% death","0.010502625656414103","","Visual Measure",""
"Congo","2021","January","new_cases","780","","Native",""
"Congo","2021","January","new_deaths","9","","Native",""
"Congo","2021","January","% death","0.011538461538461539","","Visual Measure",""
"Congo","2021","February","new_cases","933","","Native",""
"Congo","2021","February","new_deaths","11","","Native",""
"Congo","2021","February","% death","0.011789924973204717","","Visual Measure",""
"Congo","2021","March","new_cases","861","","Native",""
"Congo","2021","March","new_deaths","7","","Native",""
"Congo","2021","March","% death","0.008130081300813009","","Visual Measure",""
"Congo","2021","April","new_cases","403","","Native",""
"Congo","2021","April","new_deaths","4","","Native",""
"Congo","2021","April","% death","0.009925558312655087","","Visual Measure",""
"Papua New Guinea","2020","January","new_cases",,"","Native",""
"Papua New Guinea","2020","January","new_deaths",,"","Native",""
"Papua New Guinea","2020","January","% death","","","Visual Measure",""
"Papua New Guinea","2020","February","new_cases",,"","Native",""
"Papua New Guinea","2020","February","new_deaths",,"","Native",""
"Papua New Guinea","2020","February","% death","","","Visual Measure",""
"Papua New Guinea","2020","March","new_cases","1","","Native",""
"Papua New Guinea","2020","March","new_deaths",,"","Native",""
"Papua New Guinea","2020","March","% death","0","","Visual Measure",""
"Papua New Guinea","2020","April","new_cases","7","","Native",""
"Papua New Guinea","2020","April","new_deaths",,"","Native",""
"Papua New Guinea","2020","April","% death","0","","Visual Measure",""
"Papua New Guinea","2020","May","new_cases","0","","Native",""
"Papua New Guinea","2020","May","new_deaths",,"","Native",""
"Papua New Guinea","2020","May","% death","","","Visual Measure",""
"Papua New Guinea","2020","June","new_cases","3","","Native",""
"Papua New Guinea","2020","June","new_deaths",,"","Native",""
"Papua New Guinea","2020","June","% death","0","","Visual Measure",""
"Papua New Guinea","2020","July","new_cases","61","","Native",""
"Papua New Guinea","2020","July","new_deaths","2","","Native",""
"Papua New Guinea","2020","July","% death","0.03278688524590164","","Visual Measure",""
"Papua New Guinea","2020","August","new_cases","387","","Native",""
"Papua New Guinea","2020","August","new_deaths","3","","Native",""
"Papua New Guinea","2020","August","% death","0.007751937984496124","","Visual Measure",""
"Papua New Guinea","2020","September","new_cases","75","","Native",""
"Papua New Guinea","2020","September","new_deaths","2","","Native",""
"Papua New Guinea","2020","September","% death","0.02666666666666667","","Visual Measure",""
"Papua New Guinea","2020","October","new_cases","55","","Native",""
"Papua New Guinea","2020","October","new_deaths","0","","Native",""
"Papua New Guinea","2020","October","% death","0","","Visual Measure",""
"Papua New Guinea","2020","November","new_cases","67","","Native",""
"Papua New Guinea","2020","November","new_deaths","0","","Native",""
"Papua New Guinea","2020","November","% death","0","","Visual Measure",""
"Papua New Guinea","2020","December","new_cases","124","","Native",""
"Papua New Guinea","2020","December","new_deaths","2","","Native",""
"Papua New Guinea","2020","December","% death","0.016129032258064516","","Visual Measure",""
"Papua New Guinea","2021","January","new_cases","71","","Native",""
"Papua New Guinea","2021","January","new_deaths","0","","Native",""
"Papua New Guinea","2021","January","% death","0","","Visual Measure",""
"Papua New Guinea","2021","February","new_cases","424","","Native",""
"Papua New Guinea","2021","February","new_deaths","3","","Native",""
"Papua New Guinea","2021","February","% death","0.007075471698113208","","Visual Measure",""
"Papua New Guinea","2021","March","new_cases","4716","","Native",""
"Papua New Guinea","2021","March","new_deaths","48","","Native",""
"Papua New Guinea","2021","March","% death","0.010178117048346057","","Visual Measure",""
"Papua New Guinea","2021","April","new_cases","3961","","Native",""
"Papua New Guinea","2021","April","new_deaths","31","","Native",""
"Papua New Guinea","2021","April","% death","0.00782630648826054","","Visual Measure",""
"Bahamas","2020","January","new_cases",,"","Native",""
"Bahamas","2020","January","new_deaths",,"","Native",""
"Bahamas","2020","January","% death","","","Visual Measure",""
"Bahamas","2020","February","new_cases",,"","Native",""
"Bahamas","2020","February","new_deaths",,"","Native",""
"Bahamas","2020","February","% death","","","Visual Measure",""
"Bahamas","2020","March","new_cases","14","","Native",""
"Bahamas","2020","March","new_deaths",,"","Native",""
"Bahamas","2020","March","% death","0","","Visual Measure",""
"Bahamas","2020","April","new_cases","67","","Native",""
"Bahamas","2020","April","new_deaths","11","","Native",""
"Bahamas","2020","April","% death","0.16417910447761194","","Visual Measure",""
"Bahamas","2020","May","new_cases","21","","Native",""
"Bahamas","2020","May","new_deaths","0","","Native",""
"Bahamas","2020","May","% death","0","","Visual Measure",""
"Bahamas","2020","June","new_cases","2","","Native",""
"Bahamas","2020","June","new_deaths","0","","Native",""
"Bahamas","2020","June","% death","0","","Visual Measure",""
"Bahamas","2020","July","new_cases","470","","Native",""
"Bahamas","2020","July","new_deaths","3","","Native",""
"Bahamas","2020","July","% death","0.006382978723404255","","Visual Measure",""
"Bahamas","2020","August","new_cases","1643","","Native",""
"Bahamas","2020","August","new_deaths","36","","Native",""
"Bahamas","2020","August","% death","0.021911138161898967","","Visual Measure",""
"Bahamas","2020","September","new_cases","1906","","Native",""
"Bahamas","2020","September","new_deaths","46","","Native",""
"Bahamas","2020","September","% death","0.024134312696747113","","Visual Measure",""
"Bahamas","2020","October","new_cases","2591","","Native",""
"Bahamas","2020","October","new_deaths","48","","Native",""
"Bahamas","2020","October","% death","0.018525665766113468","","Visual Measure",""
"Bahamas","2020","November","new_cases","827","","Native",""
"Bahamas","2020","November","new_deaths","19","","Native",""
"Bahamas","2020","November","% death","0.022974607013301087","","Visual Measure",""
"Bahamas","2020","December","new_cases","330","","Native",""
"Bahamas","2020","December","new_deaths","7","","Native",""
"Bahamas","2020","December","% death","0.021212121212121213","","Visual Measure",""
"Bahamas","2021","January","new_cases","303","","Native",""
"Bahamas","2021","January","new_deaths","6","","Native",""
"Bahamas","2021","January","% death","0.019801980198019802","","Visual Measure",""
"Bahamas","2021","February","new_cases","345","","Native",""
"Bahamas","2021","February","new_deaths","3","","Native",""
"Bahamas","2021","February","% death","0.008695652173913044","","Visual Measure",""
"Bahamas","2021","March","new_cases","600","","Native",""
"Bahamas","2021","March","new_deaths","9","","Native",""
"Bahamas","2021","March","% death","0.015","","Visual Measure",""
"Bahamas","2021","April","new_cases","749","","Native",""
"Bahamas","2021","April","new_deaths","6","","Native",""
"Bahamas","2021","April","% death","0.00801068090787717","","Visual Measure",""
"Suriname","2020","January","new_cases",,"","Native",""
"Suriname","2020","January","new_deaths",,"","Native",""
"Suriname","2020","January","% death","","","Visual Measure",""
"Suriname","2020","February","new_cases",,"","Native",""
"Suriname","2020","February","new_deaths",,"","Native",""
"Suriname","2020","February","% death","","","Visual Measure",""
"Suriname","2020","March","new_cases","9","","Native",""
"Suriname","2020","March","new_deaths",,"","Native",""
"Suriname","2020","March","% death","0","","Visual Measure",""
"Suriname","2020","April","new_cases","1","","Native",""
"Suriname","2020","April","new_deaths","1","","Native",""
"Suriname","2020","April","% death","1","","Visual Measure",""
"Suriname","2020","May","new_cases","13","","Native",""
"Suriname","2020","May","new_deaths","0","","Native",""
"Suriname","2020","May","% death","0","","Visual Measure",""
"Suriname","2020","June","new_cases","492","","Native",""
"Suriname","2020","June","new_deaths","12","","Native",""
"Suriname","2020","June","% death","0.024390243902439025","","Visual Measure",""
"Suriname","2020","July","new_cases","1135","","Native",""
"Suriname","2020","July","new_deaths","13","","Native",""
"Suriname","2020","July","% death","0.01145374449339207","","Visual Measure",""
"Suriname","2020","August","new_cases","2384","","Native",""
"Suriname","2020","August","new_deaths","45","","Native",""
"Suriname","2020","August","% death","0.018875838926174497","","Visual Measure",""
"Suriname","2020","September","new_cases","843","","Native",""
"Suriname","2020","September","new_deaths","33","","Native",""
"Suriname","2020","September","% death","0.03914590747330961","","Visual Measure",""
"Suriname","2020","October","new_cases","326","","Native",""
"Suriname","2020","October","new_deaths","7","","Native",""
"Suriname","2020","October","% death","0.02147239263803681","","Visual Measure",""
"Suriname","2020","November","new_cases","109","","Native",""
"Suriname","2020","November","new_deaths","6","","Native",""
"Suriname","2020","November","% death","0.05504587155963303","","Visual Measure",""
"Suriname","2020","December","new_cases","898","","Native",""
"Suriname","2020","December","new_deaths","5","","Native",""
"Suriname","2020","December","% death","0.005567928730512249","","Visual Measure",""
"Suriname","2021","January","new_cases","2228","","Native",""
"Suriname","2021","January","new_deaths","32","","Native",""
"Suriname","2021","January","% death","0.01436265709156194","","Visual Measure",""
"Suriname","2021","February","new_cases","491","","Native",""
"Suriname","2021","February","new_deaths","18","","Native",""
"Suriname","2021","February","% death","0.03665987780040733","","Visual Measure",""
"Suriname","2021","March","new_cases","193","","Native",""
"Suriname","2021","March","new_deaths","5","","Native",""
"Suriname","2021","March","% death","0.025906735751295335","","Visual Measure",""
"Suriname","2021","April","new_cases","669","","Native",""
"Suriname","2021","April","new_deaths","12","","Native",""
"Suriname","2021","April","% death","0.017937219730941704","","Visual Measure",""
"Trinidad and Tobago","2020","January","new_cases",,"","Native",""
"Trinidad and Tobago","2020","January","new_deaths",,"","Native",""
"Trinidad and Tobago","2020","January","% death","","","Visual Measure",""
"Trinidad and Tobago","2020","February","new_cases",,"","Native",""
"Trinidad and Tobago","2020","February","new_deaths",,"","Native",""
"Trinidad and Tobago","2020","February","% death","","","Visual Measure",""
"Trinidad and Tobago","2020","March","new_cases","87","","Native",""
"Trinidad and Tobago","2020","March","new_deaths","3","","Native",""
"Trinidad and Tobago","2020","March","% death","0.034482758620689655","","Visual Measure",""
"Trinidad and Tobago","2020","April","new_cases","29","","Native",""
"Trinidad and Tobago","2020","April","new_deaths","5","","Native",""
"Trinidad and Tobago","2020","April","% death","0.1724137931034483","","Visual Measure",""
"Trinidad and Tobago","2020","May","new_cases","1","","Native",""
"Trinidad and Tobago","2020","May","new_deaths","0","","Native",""
"Trinidad and Tobago","2020","May","% death","0","","Visual Measure",""
"Trinidad and Tobago","2020","June","new_cases","13","","Native",""
"Trinidad and Tobago","2020","June","new_deaths","0","","Native",""
"Trinidad and Tobago","2020","June","% death","0","","Visual Measure",""
"Trinidad and Tobago","2020","July","new_cases","39","","Native",""
"Trinidad and Tobago","2020","July","new_deaths","0","","Native",""
"Trinidad and Tobago","2020","July","% death","0","","Visual Measure",""
"Trinidad and Tobago","2020","August","new_cases","1590","","Native",""
"Trinidad and Tobago","2020","August","new_deaths","14","","Native",""
"Trinidad and Tobago","2020","August","% death","0.00880503144654088","","Visual Measure",""
"Trinidad and Tobago","2020","September","new_cases","2772","","Native",""
"Trinidad and Tobago","2020","September","new_deaths","54","","Native",""
"Trinidad and Tobago","2020","September","% death","0.01948051948051948","","Visual Measure",""
"Trinidad and Tobago","2020","October","new_cases","1161","","Native",""
"Trinidad and Tobago","2020","October","new_deaths","32","","Native",""
"Trinidad and Tobago","2020","October","% death","0.02756244616709733","","Visual Measure",""
"Trinidad and Tobago","2020","November","new_cases","977","","Native",""
"Trinidad and Tobago","2020","November","new_deaths","12","","Native",""
"Trinidad and Tobago","2020","November","% death","0.012282497441146366","","Visual Measure",""
"Trinidad and Tobago","2020","December","new_cases","481","","Native",""
"Trinidad and Tobago","2020","December","new_deaths","7","","Native",""
"Trinidad and Tobago","2020","December","% death","0.014553014553014554","","Visual Measure",""
"Trinidad and Tobago","2021","January","new_cases","414","","Native",""
"Trinidad and Tobago","2021","January","new_deaths","7","","Native",""
"Trinidad and Tobago","2021","January","% death","0.016908212560386472","","Visual Measure",""
"Trinidad and Tobago","2021","February","new_cases","149","","Native",""
"Trinidad and Tobago","2021","February","new_deaths","5","","Native",""
"Trinidad and Tobago","2021","February","% death","0.03355704697986577","","Visual Measure",""
"Trinidad and Tobago","2021","March","new_cases","313","","Native",""
"Trinidad and Tobago","2021","March","new_deaths","3","","Native",""
"Trinidad and Tobago","2021","March","% death","0.009584664536741214","","Visual Measure",""
"Trinidad and Tobago","2021","April","new_cases","1190","","Native",""
"Trinidad and Tobago","2021","April","new_deaths","15","","Native",""
"Trinidad and Tobago","2021","April","% death","0.012605042016806723","","Visual Measure",""
"Cambodia","2020","January","new_cases","1","","Native",""
"Cambodia","2020","January","new_deaths",,"","Native",""
"Cambodia","2020","January","% death","0","","Visual Measure",""
"Cambodia","2020","February","new_cases","0","","Native",""
"Cambodia","2020","February","new_deaths",,"","Native",""
"Cambodia","2020","February","% death","","","Visual Measure",""
"Cambodia","2020","March","new_cases","108","","Native",""
"Cambodia","2020","March","new_deaths",,"","Native",""
"Cambodia","2020","March","% death","0","","Visual Measure",""
"Cambodia","2020","April","new_cases","13","","Native",""
"Cambodia","2020","April","new_deaths",,"","Native",""
"Cambodia","2020","April","% death","0","","Visual Measure",""
"Cambodia","2020","May","new_cases","3","","Native",""
"Cambodia","2020","May","new_deaths",,"","Native",""
"Cambodia","2020","May","% death","0","","Visual Measure",""
"Cambodia","2020","June","new_cases","16","","Native",""
"Cambodia","2020","June","new_deaths",,"","Native",""
"Cambodia","2020","June","% death","0","","Visual Measure",""
"Cambodia","2020","July","new_cases","98","","Native",""
"Cambodia","2020","July","new_deaths",,"","Native",""
"Cambodia","2020","July","% death","0","","Visual Measure",""
"Cambodia","2020","August","new_cases","35","","Native",""
"Cambodia","2020","August","new_deaths",,"","Native",""
"Cambodia","2020","August","% death","0","","Visual Measure",""
"Cambodia","2020","September","new_cases","3","","Native",""
"Cambodia","2020","September","new_deaths",,"","Native",""
"Cambodia","2020","September","% death","0","","Visual Measure",""
"Cambodia","2020","October","new_cases","14","","Native",""
"Cambodia","2020","October","new_deaths",,"","Native",""
"Cambodia","2020","October","% death","0","","Visual Measure",""
"Cambodia","2020","November","new_cases","35","","Native",""
"Cambodia","2020","November","new_deaths",,"","Native",""
"Cambodia","2020","November","% death","0","","Visual Measure",""
"Cambodia","2020","December","new_cases","52","","Native",""
"Cambodia","2020","December","new_deaths",,"","Native",""
"Cambodia","2020","December","% death","0","","Visual Measure",""
"Cambodia","2021","January","new_cases","88","","Native",""
"Cambodia","2021","January","new_deaths",,"","Native",""
"Cambodia","2021","January","% death","0","","Visual Measure",""
"Cambodia","2021","February","new_cases","354","","Native",""
"Cambodia","2021","February","new_deaths",,"","Native",""
"Cambodia","2021","February","% death","0","","Visual Measure",""
"Cambodia","2021","March","new_cases","1620","","Native",""
"Cambodia","2021","March","new_deaths","11","","Native",""
"Cambodia","2021","March","% death","0.006790123456790123","","Visual Measure",""
"Cambodia","2021","April","new_cases","5307","","Native",""
"Cambodia","2021","April","new_deaths","43","","Native",""
"Cambodia","2021","April","% death","0.008102506123987187","","Visual Measure",""
"Benin","2020","January","new_cases",,"","Native",""
"Benin","2020","January","new_deaths",,"","Native",""
"Benin","2020","January","% death","","","Visual Measure",""
"Benin","2020","February","new_cases",,"","Native",""
"Benin","2020","February","new_deaths",,"","Native",""
"Benin","2020","February","% death","","","Visual Measure",""
"Benin","2020","March","new_cases","9","","Native",""
"Benin","2020","March","new_deaths",,"","Native",""
"Benin","2020","March","% death","0","","Visual Measure",""
"Benin","2020","April","new_cases","55","","Native",""
"Benin","2020","April","new_deaths","1","","Native",""
"Benin","2020","April","% death","0.01818181818181818","","Visual Measure",""
"Benin","2020","May","new_cases","168","","Native",""
"Benin","2020","May","new_deaths","2","","Native",""
"Benin","2020","May","% death","0.011904761904761904","","Visual Measure",""
"Benin","2020","June","new_cases","967","","Native",""
"Benin","2020","June","new_deaths","18","","Native",""
"Benin","2020","June","% death","0.01861427094105481","","Visual Measure",""
"Benin","2020","July","new_cases","606","","Native",""
"Benin","2020","July","new_deaths","15","","Native",""
"Benin","2020","July","% death","0.024752475247524754","","Visual Measure",""
"Benin","2020","August","new_cases","340","","Native",""
"Benin","2020","August","new_deaths","4","","Native",""
"Benin","2020","August","% death","0.011764705882352941","","Visual Measure",""
"Benin","2020","September","new_cases","212","","Native",""
"Benin","2020","September","new_deaths","1","","Native",""
"Benin","2020","September","% death","0.0047169811320754715","","Visual Measure",""
"Benin","2020","October","new_cases","286","","Native",""
"Benin","2020","October","new_deaths","0","","Native",""
"Benin","2020","October","% death","0","","Visual Measure",""
"Benin","2020","November","new_cases","372","","Native",""
"Benin","2020","November","new_deaths","2","","Native",""
"Benin","2020","November","% death","0.005376344086021506","","Visual Measure",""
"Benin","2020","December","new_cases","236","","Native",""
"Benin","2020","December","new_deaths","1","","Native",""
"Benin","2020","December","% death","0.00423728813559322","","Visual Measure",""
"Benin","2021","January","new_cases","642","","Native",""
"Benin","2021","January","new_deaths","8","","Native",""
"Benin","2021","January","% death","0.012461059190031152","","Visual Measure",""
"Benin","2021","February","new_cases","1541","","Native",""
"Benin","2021","February","new_deaths","18","","Native",""
"Benin","2021","February","% death","0.011680726800778715","","Visual Measure",""
"Benin","2021","March","new_cases","1666","","Native",""
"Benin","2021","March","new_deaths","20","","Native",""
"Benin","2021","March","% death","0.012004801920768308","","Visual Measure",""
"Benin","2021","April","new_cases","620","","Native",""
"Benin","2021","April","new_deaths","7","","Native",""
"Benin","2021","April","% death","0.01129032258064516","","Visual Measure",""
"Equatorial Guinea","2020","January","new_cases",,"","Native",""
"Equatorial Guinea","2020","January","new_deaths",,"","Native",""
"Equatorial Guinea","2020","January","% death","","","Visual Measure",""
"Equatorial Guinea","2020","February","new_cases",,"","Native",""
"Equatorial Guinea","2020","February","new_deaths",,"","Native",""
"Equatorial Guinea","2020","February","% death","","","Visual Measure",""
"Equatorial Guinea","2020","March","new_cases","12","","Native",""
"Equatorial Guinea","2020","March","new_deaths",,"","Native",""
"Equatorial Guinea","2020","March","% death","0","","Visual Measure",""
"Equatorial Guinea","2020","April","new_cases","303","","Native",""
"Equatorial Guinea","2020","April","new_deaths","1","","Native",""
"Equatorial Guinea","2020","April","% death","0.0033003300330033004","","Visual Measure",""
"Equatorial Guinea","2020","May","new_cases","991","","Native",""
"Equatorial Guinea","2020","May","new_deaths","11","","Native",""
"Equatorial Guinea","2020","May","% death","0.011099899091826439","","Visual Measure",""
"Equatorial Guinea","2020","June","new_cases","695","","Native",""
"Equatorial Guinea","2020","June","new_deaths","20","","Native",""
"Equatorial Guinea","2020","June","% death","0.02877697841726619","","Visual Measure",""
"Equatorial Guinea","2020","July","new_cases","2820","","Native",""
"Equatorial Guinea","2020","July","new_deaths","51","","Native",""
"Equatorial Guinea","2020","July","% death","0.018085106382978722","","Visual Measure",""
"Equatorial Guinea","2020","August","new_cases","120","","Native",""
"Equatorial Guinea","2020","August","new_deaths","0","","Native",""
"Equatorial Guinea","2020","August","% death","0","","Visual Measure",""
"Equatorial Guinea","2020","September","new_cases","89","","Native",""
"Equatorial Guinea","2020","September","new_deaths","0","","Native",""
"Equatorial Guinea","2020","September","% death","0","","Visual Measure",""
"Equatorial Guinea","2020","October","new_cases","58","","Native",""
"Equatorial Guinea","2020","October","new_deaths","0","","Native",""
"Equatorial Guinea","2020","October","% death","0","","Visual Measure",""
"Equatorial Guinea","2020","November","new_cases","65","","Native",""
"Equatorial Guinea","2020","November","new_deaths","2","","Native",""
"Equatorial Guinea","2020","November","% death","0.03076923076923077","","Visual Measure",""
"Equatorial Guinea","2020","December","new_cases","124","","Native",""
"Equatorial Guinea","2020","December","new_deaths","1","","Native",""
"Equatorial Guinea","2020","December","% death","0.008064516129032258","","Visual Measure",""
"Equatorial Guinea","2021","January","new_cases","239","","Native",""
"Equatorial Guinea","2021","January","new_deaths","0","","Native",""
"Equatorial Guinea","2021","January","% death","0","","Visual Measure",""
"Equatorial Guinea","2021","February","new_cases","489","","Native",""
"Equatorial Guinea","2021","February","new_deaths","5","","Native",""
"Equatorial Guinea","2021","February","% death","0.010224948875255624","","Visual Measure",""
"Equatorial Guinea","2021","March","new_cases","909","","Native",""
"Equatorial Guinea","2021","March","new_deaths","11","","Native",""
"Equatorial Guinea","2021","March","% death","0.0121012101210121","","Visual Measure",""
"Equatorial Guinea","2021","April","new_cases","591","","Native",""
"Equatorial Guinea","2021","April","new_deaths","4","","Native",""
"Equatorial Guinea","2021","April","% death","0.00676818950930626","","Visual Measure",""
"Nicaragua","2020","January","new_cases",,"","Native",""
"Nicaragua","2020","January","new_deaths",,"","Native",""
"Nicaragua","2020","January","% death","","","Visual Measure",""
"Nicaragua","2020","February","new_cases",,"","Native",""
"Nicaragua","2020","February","new_deaths",,"","Native",""
"Nicaragua","2020","February","% death","","","Visual Measure",""
"Nicaragua","2020","March","new_cases","5","","Native",""
"Nicaragua","2020","March","new_deaths","1","","Native",""
"Nicaragua","2020","March","% death","0.2","","Visual Measure",""
"Nicaragua","2020","April","new_cases","9","","Native",""
"Nicaragua","2020","April","new_deaths","2","","Native",""
"Nicaragua","2020","April","% death","0.2222222222222222","","Visual Measure",""
"Nicaragua","2020","May","new_cases","745","","Native",""
"Nicaragua","2020","May","new_deaths","32","","Native",""
"Nicaragua","2020","May","% death","0.042953020134228186","","Visual Measure",""
"Nicaragua","2020","June","new_cases","1760","","Native",""
"Nicaragua","2020","June","new_deaths","48","","Native",""
"Nicaragua","2020","June","% death","0.02727272727272727","","Visual Measure",""
"Nicaragua","2020","July","new_cases","1153","","Native",""
"Nicaragua","2020","July","new_deaths","33","","Native",""
"Nicaragua","2020","July","% death","0.028620988725065046","","Visual Measure",""
"Nicaragua","2020","August","new_cases","822","","Native",""
"Nicaragua","2020","August","new_deaths","21","","Native",""
"Nicaragua","2020","August","% death","0.025547445255474453","","Visual Measure",""
"Nicaragua","2020","September","new_cases","676","","Native",""
"Nicaragua","2020","September","new_deaths","14","","Native",""
"Nicaragua","2020","September","% death","0.020710059171597635","","Visual Measure",""
"Nicaragua","2020","October","new_cases","344","","Native",""
"Nicaragua","2020","October","new_deaths","5","","Native",""
"Nicaragua","2020","October","% death","0.014534883720930232","","Visual Measure",""
"Nicaragua","2020","November","new_cases","270","","Native",""
"Nicaragua","2020","November","new_deaths","4","","Native",""
"Nicaragua","2020","November","% death","0.014814814814814815","","Visual Measure",""
"Nicaragua","2020","December","new_cases","262","","Native",""
"Nicaragua","2020","December","new_deaths","5","","Native",""
"Nicaragua","2020","December","% death","0.019083969465648856","","Visual Measure",""
"Nicaragua","2021","January","new_cases","207","","Native",""
"Nicaragua","2021","January","new_deaths","4","","Native",""
"Nicaragua","2021","January","% death","0.01932367149758454","","Visual Measure",""
"Nicaragua","2021","February","new_cases","192","","Native",""
"Nicaragua","2021","February","new_deaths","4","","Native",""
"Nicaragua","2021","February","% death","0.020833333333333332","","Visual Measure",""
"Nicaragua","2021","March","new_cases","232","","Native",""
"Nicaragua","2021","March","new_deaths","5","","Native",""
"Nicaragua","2021","March","% death","0.021551724137931036","","Visual Measure",""
"Nicaragua","2021","April","new_cases","158","","Native",""
"Nicaragua","2021","April","new_deaths","3","","Native",""
"Nicaragua","2021","April","% death","0.0189873417721519","","Visual Measure",""
"Iceland","2020","January","new_cases",,"","Native",""
"Iceland","2020","January","new_deaths",,"","Native",""
"Iceland","2020","January","% death","","","Visual Measure",""
"Iceland","2020","February","new_cases","1","","Native",""
"Iceland","2020","February","new_deaths",,"","Native",""
"Iceland","2020","February","% death","0","","Visual Measure",""
"Iceland","2020","March","new_cases","1134","","Native",""
"Iceland","2020","March","new_deaths","2","","Native",""
"Iceland","2020","March","% death","0.001763668430335097","","Visual Measure",""
"Iceland","2020","April","new_cases","662","","Native",""
"Iceland","2020","April","new_deaths","8","","Native",""
"Iceland","2020","April","% death","0.012084592145015106","","Visual Measure",""
"Iceland","2020","May","new_cases","9","","Native",""
"Iceland","2020","May","new_deaths","0","","Native",""
"Iceland","2020","May","% death","0","","Visual Measure",""
"Iceland","2020","June","new_cases","18","","Native",""
"Iceland","2020","June","new_deaths","0","","Native",""
"Iceland","2020","June","% death","0","","Visual Measure",""
"Iceland","2020","July","new_cases","61","","Native",""
"Iceland","2020","July","new_deaths","0","","Native",""
"Iceland","2020","July","% death","0","","Visual Measure",""
"Iceland","2020","August","new_cases","222","","Native",""
"Iceland","2020","August","new_deaths","0","","Native",""
"Iceland","2020","August","% death","0","","Visual Measure",""
"Iceland","2020","September","new_cases","621","","Native",""
"Iceland","2020","September","new_deaths","0","","Native",""
"Iceland","2020","September","% death","0","","Visual Measure",""
"Iceland","2020","October","new_cases","2137","","Native",""
"Iceland","2020","October","new_deaths","2","","Native",""
"Iceland","2020","October","% death","0.0009358914365933552","","Visual Measure",""
"Iceland","2020","November","new_cases","527","","Native",""
"Iceland","2020","November","new_deaths","14","","Native",""
"Iceland","2020","November","% death","0.026565464895635674","","Visual Measure",""
"Iceland","2020","December","new_cases","362","","Native",""
"Iceland","2020","December","new_deaths","3","","Native",""
"Iceland","2020","December","% death","0.008287292817679558","","Visual Measure",""
"Iceland","2021","January","new_cases","248","","Native",""
"Iceland","2021","January","new_deaths","0","","Native",""
"Iceland","2021","January","% death","0","","Visual Measure",""
"Iceland","2021","February","new_cases","47","","Native",""
"Iceland","2021","February","new_deaths","0","","Native",""
"Iceland","2021","February","% death","0","","Visual Measure",""
"Iceland","2021","March","new_cases","156","","Native",""
"Iceland","2021","March","new_deaths","0","","Native",""
